ForecastID,ProductID,ProductName,ProductCategory,ForecastDate,ForecastPeriod,PredictedDemand,ConfidenceLevel,SeasonalMultiplier,TrendDirection,BaselineDemand,SalesTrendMultiplier,CompoundTrendMultiplier,MethodUsed,ForecastHorizon,ActualDemand,AccuracyScore,CreatedBy,CreatedDate
312,3042,Aluminum All-Mountain Poles - 115cm,Ski,2026-05-15,Weekly,19,68.53,1.0,Growing,79,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-04-13
313,3042,Aluminum All-Mountain Poles - 115cm,Ski,2026-05-22,Weekly,19,67.59,1.0,Growing,79,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-04-25
314,3042,Aluminum All-Mountain Poles - 115cm,Ski,2026-06-01,Monthly,92,65.88,1.0,Growing,79,1.08,1.166,Business Growth Forecast (8% Monthly),30,,,system,2026-04-09
315,3042,Aluminum All-Mountain Poles - 115cm,Ski,2026-07-01,Monthly,99,65.88,1.0,Growing,79,1.08,1.26,Business Growth Forecast (8% Monthly),30,,,system,2026-04-22
316,3051,Insulated Ski Jacket - Men's,Ski,2026-05-01,Monthly,122,77.52,1.0,Growing,113,1.08,1.08,Business Growth Forecast (8% Monthly),30,,,system,2026-04-28
317,3051,Insulated Ski Jacket - Men's,Ski,2026-05-01,Weekly,28,77.41,1.0,Growing,113,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-04-08
318,3051,Insulated Ski Jacket - Men's,Ski,2026-05-08,Weekly,28,80.81,1.0,Growing,113,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-03-31
319,3051,Insulated Ski Jacket - Men's,Ski,2026-05-15,Weekly,28,78.0,1.0,Growing,113,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-04-19
320,3051,Insulated Ski Jacket - Men's,Ski,2026-05-22,Weekly,28,74.99,1.0,Growing,113,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-04-05
321,3051,Insulated Ski Jacket - Men's,Ski,2026-06-01,Monthly,131,77.52,1.0,Growing,113,1.08,1.166,Business Growth Forecast (8% Monthly),30,,,system,2026-03-31
322,3051,Insulated Ski Jacket - Men's,Ski,2026-07-01,Monthly,142,77.52,1.0,Growing,113,1.08,1.26,Business Growth Forecast (8% Monthly),30,,,system,2026-04-04
323,3052,Thermal Base Layer Set - Women's,Ski,2026-05-01,Monthly,127,69.56,1.0,Growing,118,1.08,1.08,Business Growth Forecast (8% Monthly),30,,,system,2026-04-18
324,3052,Thermal Base Layer Set - Women's,Ski,2026-05-01,Weekly,29,67.69,1.0,Growing,118,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-04-01
325,3052,Thermal Base Layer Set - Women's,Ski,2026-05-08,Weekly,29,67.21,1.0,Growing,118,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-04-11
326,3052,Thermal Base Layer Set - Women's,Ski,2026-05-15,Weekly,29,67.75,1.0,Growing,118,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-04-18
327,3052,Thermal Base Layer Set - Women's,Ski,2026-05-22,Weekly,29,70.09,1.0,Growing,118,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-04-08
328,3052,Thermal Base Layer Set - Women's,Ski,2026-06-01,Monthly,137,69.56,1.0,Growing,118,1.08,1.166,Business Growth Forecast (8% Monthly),30,,,system,2026-04-19
329,3052,Thermal Base Layer Set - Women's,Ski,2026-07-01,Monthly,148,69.56,1.0,Growing,118,1.08,1.26,Business Growth Forecast (8% Monthly),30,,,system,2026-04-26
330,3053,Waterproof Ski Pants,Ski,2026-05-01,Monthly,89,62.26,1.0,Growing,83,1.08,1.08,Business Growth Forecast (8% Monthly),30,,,system,2026-04-19
331,3053,Waterproof Ski Pants,Ski,2026-05-01,Weekly,20,59.85,1.0,Growing,83,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-04-17
332,3053,Waterproof Ski Pants,Ski,2026-05-08,Weekly,20,62.26,1.0,Growing,83,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-04-08
333,3053,Waterproof Ski Pants,Ski,2026-05-15,Weekly,20,63.47,1.0,Growing,83,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-04-07
334,3053,Waterproof Ski Pants,Ski,2026-05-22,Weekly,20,66.51,1.0,Growing,83,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-04-09
335,3053,Waterproof Ski Pants,Ski,2026-06-01,Monthly,96,62.26,1.0,Growing,83,1.08,1.166,Business Growth Forecast (8% Monthly),30,,,system,2026-04-07
336,3053,Waterproof Ski Pants,Ski,2026-07-01,Monthly,104,62.26,1.0,Growing,83,1.08,1.26,Business Growth Forecast (8% Monthly),30,,,system,2026-04-01
337,3061,Professional Ski Helmet,Ski,2026-05-01,Monthly,109,76.31,1.0,Growing,101,1.08,1.08,Business Growth Forecast (8% Monthly),30,,,system,2026-04-17
338,3061,Professional Ski Helmet,Ski,2026-05-01,Weekly,25,77.57,1.0,Growing,101,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-04-12
339,3061,Professional Ski Helmet,Ski,2026-05-08,Weekly,25,77.54,1.0,Growing,101,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-04-15
340,3061,Professional Ski Helmet,Ski,2026-05-15,Weekly,25,74.44,1.0,Growing,101,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-04-20
341,3061,Professional Ski Helmet,Ski,2026-05-22,Weekly,25,76.56,1.0,Growing,101,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-04-10
342,3061,Professional Ski Helmet,Ski,2026-06-01,Monthly,117,76.31,1.0,Growing,101,1.08,1.166,Business Growth Forecast (8% Monthly),30,,,system,2026-04-03
343,3061,Professional Ski Helmet,Ski,2026-07-01,Monthly,127,76.31,1.0,Growing,101,1.08,1.26,Business Growth Forecast (8% Monthly),30,,,system,2026-04-01
344,3062,Anti-Fog Ski Goggles,Ski,2026-05-01,Monthly,76,74.62,1.0,Growing,71,1.08,1.08,Business Growth Forecast (8% Monthly),30,,,system,2026-04-11
345,3062,Anti-Fog Ski Goggles,Ski,2026-05-01,Weekly,17,76.08,1.0,Growing,71,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-04-02
346,3062,Anti-Fog Ski Goggles,Ski,2026-05-08,Weekly,17,79.47,1.0,Growing,71,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-04-18
347,3062,Anti-Fog Ski Goggles,Ski,2026-05-15,Weekly,17,78.74,1.0,Growing,71,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-04-03
348,3062,Anti-Fog Ski Goggles,Ski,2026-05-22,Weekly,17,75.38,1.0,Growing,71,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-04-27
349,3062,Anti-Fog Ski Goggles,Ski,2026-06-01,Monthly,82,74.62,1.0,Growing,71,1.08,1.166,Business Growth Forecast (8% Monthly),30,,,system,2026-04-11
350,3062,Anti-Fog Ski Goggles,Ski,2026-07-01,Monthly,89,74.62,1.0,Growing,71,1.08,1.26,Business Growth Forecast (8% Monthly),30,,,system,2026-04-14
351,3071,Ski Boot Bag - Premium,Ski,2026-05-01,Monthly,96,61.54,1.0,Growing,89,1.08,1.08,Business Growth Forecast (8% Monthly),30,,,system,2026-04-05
352,3071,Ski Boot Bag - Premium,Ski,2026-05-01,Weekly,22,59.67,1.0,Growing,89,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-04-09
353,3071,Ski Boot Bag - Premium,Ski,2026-05-08,Weekly,22,62.9,1.0,Growing,89,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-04-19
354,3071,Ski Boot Bag - Premium,Ski,2026-05-15,Weekly,22,62.07,1.0,Growing,89,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-04-17
355,3071,Ski Boot Bag - Premium,Ski,2026-05-22,Weekly,22,59.39,1.0,Growing,89,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-04-18
356,3071,Ski Boot Bag - Premium,Ski,2026-06-01,Monthly,103,61.54,1.0,Growing,89,1.08,1.166,Business Growth Forecast (8% Monthly),30,,,system,2026-04-12
357,3071,Ski Boot Bag - Premium,Ski,2026-07-01,Monthly,112,61.54,1.0,Growing,89,1.08,1.26,Business Growth Forecast (8% Monthly),30,,,system,2026-04-20
358,3072,Hand Warmers - 10 Pack,Ski,2026-05-01,Monthly,81,70.43,1.0,Growing,75,1.08,1.08,Business Growth Forecast (8% Monthly),30,,,system,2026-04-02
359,3072,Hand Warmers - 10 Pack,Ski,2026-05-01,Weekly,18,67.24,1.0,Growing,75,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-04-03
360,3072,Hand Warmers - 10 Pack,Ski,2026-05-08,Weekly,18,71.01,1.0,Growing,75,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-04-22
361,3072,Hand Warmers - 10 Pack,Ski,2026-05-15,Weekly,18,67.11,1.0,Growing,75,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-04-01
362,3072,Hand Warmers - 10 Pack,Ski,2026-05-22,Weekly,18,73.02,1.0,Growing,75,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-04-15
363,3072,Hand Warmers - 10 Pack,Ski,2026-06-01,Monthly,87,70.43,1.0,Growing,75,1.08,1.166,Business Growth Forecast (8% Monthly),30,,,system,2026-04-23
364,3072,Hand Warmers - 10 Pack,Ski,2026-07-01,Monthly,94,70.43,1.0,Growing,75,1.08,1.26,Business Growth Forecast (8% Monthly),30,,,system,2026-04-11
365,3081,All-Temp Ski Wax Kit,Ski,2026-05-01,Monthly,100,75.02,1.0,Growing,93,1.08,1.08,Business Growth Forecast (8% Monthly),30,,,system,2026-04-24
366,3081,All-Temp Ski Wax Kit,Ski,2026-05-01,Weekly,23,75.44,1.0,Growing,93,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-04-02
367,3081,All-Temp Ski Wax Kit,Ski,2026-05-08,Weekly,23,77.99,1.0,Growing,93,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-04-10
368,3081,All-Temp Ski Wax Kit,Ski,2026-05-15,Weekly,23,79.3,1.0,Growing,93,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-04-29
369,3081,All-Temp Ski Wax Kit,Ski,2026-05-22,Weekly,23,70.93,1.0,Growing,93,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-04-05
370,3081,All-Temp Ski Wax Kit,Ski,2026-06-01,Monthly,108,75.02,1.0,Growing,93,1.08,1.166,Business Growth Forecast (8% Monthly),30,,,system,2026-04-05
371,3081,All-Temp Ski Wax Kit,Ski,2026-07-01,Monthly,117,75.02,1.0,Growing,93,1.08,1.26,Business Growth Forecast (8% Monthly),30,,,system,2026-04-06
372,3082,Edge Tuning Tool Set,Ski,2026-05-01,Monthly,101,64.61,1.0,Growing,94,1.08,1.08,Business Growth Forecast (8% Monthly),30,,,system,2026-04-23
373,3082,Edge Tuning Tool Set,Ski,2026-05-01,Weekly,23,62.5,1.0,Growing,94,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-04-03
374,3082,Edge Tuning Tool Set,Ski,2026-05-08,Weekly,23,67.56,1.0,Growing,94,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-04-09
375,3082,Edge Tuning Tool Set,Ski,2026-05-15,Weekly,23,67.63,1.0,Growing,94,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-04-04
376,3082,Edge Tuning Tool Set,Ski,2026-05-22,Weekly,23,66.48,1.0,Growing,94,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-04-23
377,3082,Edge Tuning Tool Set,Ski,2026-06-01,Monthly,109,64.61,1.0,Growing,94,1.08,1.166,Business Growth Forecast (8% Monthly),30,,,system,2026-04-07
378,3082,Edge Tuning Tool Set,Ski,2026-07-01,Monthly,118,64.61,1.0,Growing,94,1.08,1.26,Business Growth Forecast (8% Monthly),30,,,system,2026-04-22
379,3091,Freestyle Snowboard - 155cm,Ski,2026-05-01,Monthly,123,68.76,1.0,Growing,114,1.08,1.08,Business Growth Forecast (8% Monthly),30,,,system,2026-04-25
380,3091,Freestyle Snowboard - 155cm,Ski,2026-05-01,Weekly,28,64.6,1.0,Growing,114,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-04-28
381,3091,Freestyle Snowboard - 155cm,Ski,2026-05-08,Weekly,28,70.99,1.0,Growing,114,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-04-13
382,3091,Freestyle Snowboard - 155cm,Ski,2026-05-15,Weekly,28,68.05,1.0,Growing,114,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-03-31
383,3091,Freestyle Snowboard - 155cm,Ski,2026-05-22,Weekly,28,69.11,1.0,Growing,114,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-04-01
384,3091,Freestyle Snowboard - 155cm,Ski,2026-06-01,Monthly,132,68.76,1.0,Growing,114,1.08,1.166,Business Growth Forecast (8% Monthly),30,,,system,2026-04-22
385,3091,Freestyle Snowboard - 155cm,Ski,2026-07-01,Monthly,143,68.76,1.0,Growing,114,1.08,1.26,Business Growth Forecast (8% Monthly),30,,,system,2026-04-29
386,3092,All-Mountain Snowboard - 158cm,Ski,2026-05-01,Monthly,92,71.61,1.0,Growing,86,1.08,1.08,Business Growth Forecast (8% Monthly),30,,,system,2026-04-07
387,3092,All-Mountain Snowboard - 158cm,Ski,2026-05-01,Weekly,21,68.63,1.0,Growing,86,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-04-15
388,3092,All-Mountain Snowboard - 158cm,Ski,2026-05-08,Weekly,21,66.64,1.0,Growing,86,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-04-07
389,3092,All-Mountain Snowboard - 158cm,Ski,2026-05-15,Weekly,21,68.77,1.0,Growing,86,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-04-09
390,3092,All-Mountain Snowboard - 158cm,Ski,2026-05-22,Weekly,21,75.25,1.0,Growing,86,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-04-21
391,3092,All-Mountain Snowboard - 158cm,Ski,2026-06-01,Monthly,100,71.61,1.0,Growing,86,1.08,1.166,Business Growth Forecast (8% Monthly),30,,,system,2026-04-27
392,3092,All-Mountain Snowboard - 158cm,Ski,2026-07-01,Monthly,108,71.61,1.0,Growing,86,1.08,1.26,Business Growth Forecast (8% Monthly),30,,,system,2026-04-18
393,3101,Winter Boots - Insulated,Ski,2026-05-01,Monthly,109,68.42,1.0,Growing,101,1.08,1.08,Business Growth Forecast (8% Monthly),30,,,system,2026-04-23
394,3101,Winter Boots - Insulated,Ski,2026-05-01,Weekly,25,72.38,1.0,Growing,101,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-04-29
395,3101,Winter Boots - Insulated,Ski,2026-05-08,Weekly,25,69.12,1.0,Growing,101,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-04-04
396,3101,Winter Boots - Insulated,Ski,2026-05-15,Weekly,25,67.31,1.0,Growing,101,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-04-04
397,3101,Winter Boots - Insulated,Ski,2026-05-22,Weekly,25,65.32,1.0,Growing,101,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-04-13
398,3101,Winter Boots - Insulated,Ski,2026-06-01,Monthly,117,68.42,1.0,Growing,101,1.08,1.166,Business Growth Forecast (8% Monthly),30,,,system,2026-04-27
399,3101,Winter Boots - Insulated,Ski,2026-07-01,Monthly,127,68.42,1.0,Growing,101,1.08,1.26,Business Growth Forecast (8% Monthly),30,,,system,2026-04-03
400,3102,Winter Hiking Boots - Waterproof,Ski,2026-05-01,Monthly,105,62.49,1.0,Growing,98,1.08,1.08,Business Growth Forecast (8% Monthly),30,,,system,2026-04-22
401,3102,Winter Hiking Boots - Waterproof,Ski,2026-05-01,Weekly,24,59.66,1.0,Growing,98,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-03-31
402,3102,Winter Hiking Boots - Waterproof,Ski,2026-05-08,Weekly,24,61.16,1.0,Growing,98,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-04-20
403,3102,Winter Hiking Boots - Waterproof,Ski,2026-05-15,Weekly,24,64.27,1.0,Growing,98,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-04-16
404,3102,Winter Hiking Boots - Waterproof,Ski,2026-05-22,Weekly,24,60.2,1.0,Growing,98,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-04-19
405,3102,Winter Hiking Boots - Waterproof,Ski,2026-06-01,Monthly,114,62.49,1.0,Growing,98,1.08,1.166,Business Growth Forecast (8% Monthly),30,,,system,2026-04-08
406,3102,Winter Hiking Boots - Waterproof,Ski,2026-07-01,Monthly,123,62.49,1.0,Growing,98,1.08,1.26,Business Growth Forecast (8% Monthly),30,,,system,2026-04-18
407,3103,Snowboard Bindings - Pro,Ski,2026-05-01,Monthly,68,71.76,1.0,Growing,63,1.08,1.08,Business Growth Forecast (8% Monthly),30,,,system,2026-04-03
408,3103,Snowboard Bindings - Pro,Ski,2026-05-01,Weekly,15,66.82,1.0,Growing,63,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-04-07
409,3103,Snowboard Bindings - Pro,Ski,2026-05-08,Weekly,15,67.84,1.0,Growing,63,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-04-02
410,3103,Snowboard Bindings - Pro,Ski,2026-05-15,Weekly,15,70.36,1.0,Growing,63,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-04-28
411,3103,Snowboard Bindings - Pro,Ski,2026-05-22,Weekly,15,67.5,1.0,Growing,63,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-04-19
412,3103,Snowboard Bindings - Pro,Ski,2026-06-01,Monthly,73,71.76,1.0,Growing,63,1.08,1.166,Business Growth Forecast (8% Monthly),30,,,system,2026-04-16
413,3103,Snowboard Bindings - Pro,Ski,2026-07-01,Monthly,79,71.76,1.0,Growing,63,1.08,1.26,Business Growth Forecast (8% Monthly),30,,,system,2026-04-25
414,3104,Ski Tuning Bench - Portable,Ski,2026-05-01,Monthly,127,76.8,1.0,Growing,118,1.08,1.08,Business Growth Forecast (8% Monthly),30,,,system,2026-04-23
415,3104,Ski Tuning Bench - Portable,Ski,2026-05-01,Weekly,29,80.8,1.0,Growing,118,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-04-16
416,3104,Ski Tuning Bench - Portable,Ski,2026-05-08,Weekly,29,76.89,1.0,Growing,118,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-04-26
417,3104,Ski Tuning Bench - Portable,Ski,2026-05-15,Weekly,29,80.29,1.0,Growing,118,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-04-06
418,3104,Ski Tuning Bench - Portable,Ski,2026-05-22,Weekly,29,75.95,1.0,Growing,118,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-04-28
419,3104,Ski Tuning Bench - Portable,Ski,2026-06-01,Monthly,137,76.8,1.0,Growing,118,1.08,1.166,Business Growth Forecast (8% Monthly),30,,,system,2026-04-24
420,3104,Ski Tuning Bench - Portable,Ski,2026-07-01,Monthly,148,76.8,1.0,Growing,118,1.08,1.26,Business Growth Forecast (8% Monthly),30,,,system,2026-04-18
