PurchaseOrderItemID,PurchaseOrderID,PurchaseOrderNumber,ProductID,ProductName,ProductCategory,QuantityOrdered,QuantityReceived,UnitCost,LineTotal,Status,ExpectedDate,ReceivedDate,Notes,CreatedBy,CreatedDate
313,107,PO-2026-0107,1521,Adventurer Pro Backpack,Camping,121,93.0,151.95,18385.95,Backordered,2026-04-14,2026-04-16,Supplier SKU: WOR-1521,system,2026-03-19
314,108,PO-2026-0108,3062,Anti-Fog Ski Goggles,Ski,84,84.0,86.98,7306.32,Received,2026-02-23,2026-02-24,Supplier SKU: ALP-3062,system,2026-02-10
315,108,PO-2026-0108,3071,Ski Boot Bag - Premium,Ski,100,100.0,39.5,3950.0,Received,2026-02-23,2026-02-24,Supplier SKU: ALP-3071,system,2026-02-10
316,108,PO-2026-0108,3081,All-Temp Ski Wax Kit,Ski,106,106.0,56.17,5954.02,Received,2026-02-23,2026-02-24,Supplier SKU: ALP-3081,system,2026-02-10
317,108,PO-2026-0108,3013,Beginner's Choice Alpine Skis - 160cm,Ski,44,44.0,352.91,15528.04,Received,2026-02-23,2026-02-24,Supplier SKU: ALP-3013,system,2026-02-10
318,108,PO-2026-0108,3032,Comfort Fit Recreational Boots,Ski,13,13.0,252.31,3280.03,Received,2026-02-23,2026-02-24,Supplier SKU: ALP-3032,system,2026-02-10
319,109,PO-2026-0109,3092,All-Mountain Snowboard - 158cm,Ski,5,,622.36,3111.8,Shipped,2026-05-08,,Supplier SKU: ALP-3092,system,2026-04-28
320,109,PO-2026-0109,3082,Edge Tuning Tool Set,Ski,2,,91.1,182.2,Shipped,2026-05-08,,Supplier SKU: ALP-3082,system,2026-04-28
321,110,PO-2026-0110,3102,Winter Hiking Boots - Waterproof,Ski,203,203.0,163.66,33222.98,Received,2026-03-10,2026-03-12,Supplier SKU: FAB-3102,system,2026-02-20
322,110,PO-2026-0110,3104,Ski Tuning Bench - Portable,Ski,29,29.0,147.78,4285.62,Received,2026-03-10,2026-03-12,Supplier SKU: FAB-3104,system,2026-02-20
323,110,PO-2026-0110,3021,Nordic Classic XC Skis - 185cm,Ski,40,40.0,270.89,10835.6,Received,2026-03-10,2026-03-12,Supplier SKU: FAB-3021,system,2026-02-20
324,110,PO-2026-0110,3071,Ski Boot Bag - Premium,Ski,32,32.0,41.25,1320.0,Received,2026-03-10,2026-03-12,Supplier SKU: FAB-3071,system,2026-02-20
325,111,PO-2026-0111,3021,Nordic Classic XC Skis - 185cm,Ski,47,33.0,257.19,12087.93,Backordered,2026-02-10,2026-02-11,Supplier SKU: ALP-3021,system,2026-01-31
326,112,PO-2026-0112,3012,Mountain Master All-Terrain Skis - 165cm,Ski,35,31.0,662.59,23190.65,Backordered,2026-03-15,2026-03-17,Supplier SKU: ALP-3012,system,2026-02-26
327,112,PO-2026-0112,3013,Beginner's Choice Alpine Skis - 160cm,Ski,35,35.0,352.91,12351.85,Received,2026-03-15,2026-03-17,Supplier SKU: ALP-3013,system,2026-02-26
328,113,PO-2026-0113,3033,Women's Performance Ski Boots,Ski,43,43.0,419.69,18046.67,Received,2026-03-28,2026-03-30,Supplier SKU: WOR-3033,system,2026-03-03
329,114,PO-2026-0114,1532,TrailBlaze Hiking Pants,Camping,2,,75.38,150.76,Pending,2026-05-07,,Supplier SKU: WOR-1532,system,2026-04-18
330,115,PO-2026-0115,3104,Ski Tuning Bench - Portable,Ski,32,32.0,143.27,4584.64,Received,2026-04-06,2026-04-08,Supplier SKU: ALP-3104,system,2026-03-25
331,115,PO-2026-0115,3072,Hand Warmers - 10 Pack,Ski,2,2.0,9.0,18.0,Received,2026-04-06,2026-04-08,Supplier SKU: ALP-3072,system,2026-03-25
332,116,PO-2026-0116,1533,RainGuard Hiking Jacket,Camping,49,49.0,116.73,5719.77,Received,2026-04-09,2026-04-12,Supplier SKU: CON-1533,system,2026-03-29
333,116,PO-2026-0116,1552,TrekMaster Camping Chair,Camping,54,54.0,54.16,2924.64,Received,2026-04-09,2026-04-12,Supplier SKU: CON-1552,system,2026-03-29
334,116,PO-2026-0116,1532,TrailBlaze Hiking Pants,Camping,3,3.0,59.62,178.86,Received,2026-04-09,2026-04-12,Supplier SKU: CON-1532,system,2026-03-29
